,vendorid,pickup_datetime,dropoff_datetime,Store_and_fwd_flag,rate_code,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,Improvement_surcharge,Total_amount,Payment_type,Trip_type
12482803,1,11/14/2015 05:10:23 AM,11/14/2015 05:17:04 AM,N,1,-73.8909683227539,40.74696350097656,-73.88723754882812,40.763042449951165,1,1.4,7.0,0.5,0.5,0.0,0.0,,0.3,8.3,2,1.0
10744700,2,05/03/2015 04:33:37 PM,05/03/2015 04:55:27 PM,N,1,-73.95069122314453,40.78582763671875,-73.9954605102539,40.73272705078125,1,4.62,17.5,0.0,0.5,4.0,0.0,,0.3,22.3,1,1.0
4725621,2,01/21/2015 08:46:00 PM,01/21/2015 09:02:25 PM,N,1,-73.9246826171875,40.756301879882805,-73.95626068115233,40.726200103759766,1,3.65,14.5,0.5,0.5,3.16,0.0,,0.3,18.96,1,1.0
8800084,2,01/05/2015 08:58:06 PM,01/05/2015 09:06:06 PM,N,1,-73.97697448730467,40.68695831298828,-73.9931640625,40.68306350708008,2,1.77,8.0,0.5,0.5,1.7,0.0,,0.3,11.0,1,1.0
16866858,2,12/26/2015 05:43:50 PM,12/26/2015 05:54:50 PM,N,1,-73.95610809326173,40.68318557739258,-73.92601013183594,40.68768310546875,1,1.72,9.0,0.0,0.5,0.0,0.0,,0.3,9.8,2,1.0
5414303,2,11/13/2015 10:11:23 PM,11/13/2015 10:20:54 PM,N,1,-73.96107482910156,40.71890640258789,-73.95195770263672,40.71648025512695,1,0.92,7.5,0.5,0.5,0.0,0.0,,0.3,8.8,2,1.0
8020882,2,03/17/2015 09:24:01 AM,03/17/2015 09:33:47 AM,N,1,-73.95047760009764,40.795501708984375,-73.9522933959961,40.78989410400391,1,1.13,8.0,0.0,0.5,2.64,0.0,,0.3,11.44,1,1.0
2200287,2,09/01/2015 08:16:27 PM,09/01/2015 08:21:32 PM,N,1,-73.95731353759764,40.700729370117195,-73.95714569091797,40.70620727539063,2,0.52,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,2,1.0
4111809,2,05/15/2015 11:31:45 PM,05/15/2015 11:46:40 PM,N,1,-73.92613220214845,40.82742691040039,-73.88681793212889,40.84244155883789,2,3.14,13.0,0.5,0.5,0.0,0.0,,0.3,14.3,2,1.0
5363424,2,04/15/2015 08:17:23 PM,04/15/2015 08:25:33 PM,N,1,-73.9261474609375,40.76642990112305,-73.9163360595703,40.772891998291016,2,1.37,8.0,0.5,0.5,1.86,0.0,,0.3,11.16,1,1.0
19155730,2,10/15/2015 09:34:28 AM,10/15/2015 09:59:19 AM,N,1,-73.90319061279298,40.746070861816406,-73.78323364257811,40.64387512207031,1,14.13,39.0,0.0,0.5,0.0,0.0,,0.3,39.8,2,1.0
5499136,2,12/10/2015 08:22:04 AM,12/10/2015 08:27:36 AM,N,1,-73.96697235107422,40.71067810058594,-73.95889282226561,40.727588653564446,1,1.5,6.5,0.0,0.5,1.46,0.0,,0.3,8.76,1,1.0
1112219,2,02/28/2015 06:33:28 PM,02/28/2015 06:40:04 PM,N,1,-73.90937805175781,40.87497329711913,-73.92552185058594,40.8670310974121,1,1.05,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,2,1.0
8468645,2,09/09/2015 10:36:29 PM,09/09/2015 10:39:33 PM,N,1,-73.95732116699219,40.8166618347168,-73.95087432861328,40.82067108154297,1,0.56,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,2,1.0
11572788,2,05/12/2015 06:26:06 PM,05/12/2015 06:30:38 PM,N,1,-73.97777557373048,40.68473815917969,-73.97911071777342,40.69329071044922,2,0.65,4.5,1.0,0.5,0.0,0.0,,0.3,6.3,2,1.0
18183115,2,12/12/2015 03:12:21 PM,12/12/2015 03:45:47 PM,N,1,-73.93986511230467,40.7075080871582,-74.00061798095702,40.73579788208008,1,4.81,22.5,0.0,0.5,4.66,0.0,,0.3,27.96,1,1.0
468041,2,02/23/2015 06:18:36 PM,02/23/2015 06:24:04 PM,N,1,-73.91925048828125,40.76595306396485,-73.93032836914062,40.771087646484375,1,0.68,5.0,1.0,0.5,1.0,0.0,,0.3,7.8,1,1.0
14588471,2,07/12/2015 04:28:38 AM,07/12/2015 04:28:41 AM,N,5,-73.94356536865233,40.682525634765625,-73.9436264038086,40.68251037597656,3,0.0,28.0,0.0,0.0,0.0,0.0,,0.0,28.0,1,2.0
17580344,2,05/18/2015 08:43:07 AM,05/18/2015 08:48:18 AM,N,1,-73.94149017333984,40.78759765625,-73.94483184814453,40.79678726196289,1,0.93,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,1,1.0
4325551,1,06/07/2015 02:54:47 AM,06/07/2015 02:57:14 AM,N,1,-73.93489837646483,40.85177230834961,-73.92719268798828,40.85308074951172,3,0.6,4.0,0.5,0.5,0.0,0.0,,0.3,5.3,2,1.0
6511698,2,07/31/2015 08:39:39 AM,07/31/2015 08:45:49 AM,N,1,-73.94099426269531,40.81907653808594,-73.95502471923827,40.82031631469727,1,0.88,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,2,1.0
2304179,1,10/25/2015 01:38:33 PM,10/25/2015 01:45:29 PM,N,1,-73.94244384765625,40.811954498291016,-73.91971588134764,40.82368087768555,1,1.8,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,2,1.0
17021705,2,12/10/2015 12:12:39 AM,12/10/2015 12:27:04 AM,N,1,-73.91136932373048,40.844192504882805,-73.8519515991211,40.843456268310554,1,4.9,16.5,0.5,0.5,0.0,0.0,,0.3,17.8,2,1.0
2418535,2,04/30/2015 12:03:07 PM,04/30/2015 12:13:30 PM,N,1,-73.97330474853516,40.693313598632805,-73.94344329833984,40.69539260864258,1,1.9,9.0,0.0,0.5,0.0,0.0,,0.3,9.8,2,1.0
15533682,2,07/02/2015 11:14:27 PM,07/02/2015 11:28:15 PM,N,1,-73.97882843017578,40.683876037597656,-73.9539566040039,40.65144729614258,1,2.9,12.0,0.5,0.5,0.0,0.0,,0.3,13.3,2,1.0
9287733,1,07/04/2015 03:01:25 PM,07/04/2015 03:06:19 PM,N,1,-73.95426177978516,40.7300910949707,-73.95931243896483,40.720569610595696,1,0.9,5.5,0.0,0.5,1.25,0.0,,0.3,7.55,1,1.0
17068807,2,06/17/2015 04:24:01 PM,06/17/2015 04:44:15 PM,N,1,-73.96198272705078,40.81028366088867,-73.94625854492188,40.77282333374024,1,3.69,16.0,1.0,0.5,3.56,0.0,,0.3,21.36,1,1.0
1846868,2,01/18/2015 10:01:38 PM,01/18/2015 10:08:28 PM,N,1,-73.95238494873048,40.74812316894531,-73.93836975097656,40.748783111572266,1,0.96,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,2,1.0
16805222,2,07/30/2015 01:35:45 PM,07/30/2015 01:41:30 PM,N,1,-73.91807556152342,40.77023696899414,-73.91060638427734,40.76407241821289,1,0.69,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,2,1.0
3108456,2,06/11/2015 09:47:15 PM,06/11/2015 09:50:36 PM,N,1,-73.91202545166014,40.77518844604492,-73.9027328491211,40.77337646484375,5,0.73,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,2,1.0
11034499,2,12/24/2015 02:15:54 AM,12/24/2015 02:22:11 AM,N,1,-73.84088134765625,40.72945022583008,-73.83567810058594,40.716590881347656,1,1.32,7.0,0.5,0.5,0.0,0.0,,0.3,8.3,2,1.0
1496896,2,02/19/2015 08:20:55 PM,02/19/2015 08:34:03 PM,N,1,-73.83023834228516,40.713565826416016,-73.85955047607422,40.68687438964844,1,3.09,12.0,0.5,0.5,0.0,0.0,,0.3,13.3,1,1.0
179250,2,02/25/2015 10:15:55 PM,02/25/2015 10:21:52 PM,N,1,-73.97833251953125,40.68756103515625,-73.99246978759764,40.68344879150391,1,1.24,6.0,0.5,0.5,1.46,0.0,,0.3,8.76,1,1.0
15970573,2,09/04/2015 08:26:45 PM,09/04/2015 08:40:23 PM,N,5,-73.93511199951173,40.81661224365234,-73.97238922119139,40.74989318847656,1,5.94,20.0,0.0,0.0,0.0,0.0,,0.0,20.0,2,2.0
13152944,1,12/04/2015 03:41:13 PM,12/04/2015 04:10:18 PM,N,1,-73.9805145263672,40.68880081176758,-73.91028594970702,40.668087005615234,1,4.5,20.5,0.0,0.5,0.0,0.0,,0.3,21.3,2,1.0
8502876,1,01/24/2015 07:15:34 AM,01/24/2015 07:21:27 AM,N,1,-73.87580108642578,40.75663757324219,-73.88501739501953,40.75387954711913,1,0.6,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,2,1.0
17935526,2,08/09/2015 04:41:23 AM,08/09/2015 04:49:27 AM,N,1,-73.95475006103516,40.718692779541016,-73.94158935546875,40.70036315917969,1,2.01,8.5,0.5,0.5,0.0,0.0,,0.3,9.8,2,1.0
13786848,2,07/18/2015 06:58:21 PM,07/18/2015 07:06:47 PM,N,1,-73.9776840209961,40.68504333496094,-73.95500183105469,40.68799209594727,1,1.19,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,2,1.0
14039314,2,07/09/2015 09:53:30 AM,07/09/2015 10:07:21 AM,N,1,-73.95758819580078,40.73426055908203,-73.95821380615233,40.734004974365234,1,2.84,12.0,0.0,0.5,2.56,0.0,,0.3,15.36,1,1.0
19000699,2,11/19/2015 12:15:27 AM,11/19/2015 12:25:47 AM,N,1,-73.95933532714845,40.72060775756836,-73.94001007080078,40.708438873291016,1,1.93,9.0,0.5,0.5,2.58,0.0,,0.3,12.88,1,1.0
6572491,2,09/19/2015 07:48:44 PM,09/19/2015 08:09:26 PM,N,1,-73.9564437866211,40.7232551574707,-73.988037109375,40.702503204345696,1,3.67,15.5,0.0,0.5,0.0,0.0,,0.3,16.3,2,1.0
18148169,2,09/11/2015 10:50:58 PM,09/11/2015 11:19:26 PM,N,1,-73.9651870727539,40.714221954345696,-73.923095703125,40.76835632324219,1,5.66,22.0,0.5,0.5,4.66,0.0,,0.3,27.96,1,1.0
4533168,2,06/14/2015 01:24:35 AM,06/14/2015 01:44:04 AM,N,1,-73.96220397949219,40.71969985961913,-73.94874572753906,40.671573638916016,1,4.21,16.0,0.5,0.5,3.46,0.0,,0.3,20.76,1,1.0
16653590,2,08/26/2015 04:50:58 PM,08/26/2015 05:30:15 PM,N,1,-73.94982147216798,40.79541397094727,-73.91161346435547,40.76799392700195,1,8.49,32.0,1.0,0.5,0.0,5.54,,0.3,39.34,2,1.0
12567252,1,08/25/2015 09:53:35 PM,08/25/2015 10:00:03 PM,N,1,-73.92215728759764,40.75519943237305,-73.92583465576173,40.74066925048828,1,1.2,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,2,1.0
11145512,2,04/23/2015 09:20:57 PM,04/23/2015 09:36:20 PM,N,1,-73.95301818847656,40.80989456176758,-73.93195343017578,40.85784530639648,1,3.92,15.0,0.5,0.5,4.0,0.0,,0.3,20.3,1,1.0
5318700,1,12/06/2015 01:03:05 PM,12/06/2015 01:10:25 PM,N,1,-73.94942474365233,40.80182647705078,-73.93232727050781,40.79630279541016,1,1.1,7.0,0.0,0.5,1.5,0.0,,0.3,9.3,1,1.0
14256020,1,03/27/2015 07:04:15 PM,03/27/2015 07:14:27 PM,N,1,-73.87377166748048,40.748626708984375,-73.86289215087889,40.73204040527344,2,1.7,8.0,1.0,0.5,0.0,0.0,,0.3,9.8,2,1.0
254949,2,02/13/2015 10:12:05 AM,02/13/2015 10:30:54 AM,N,1,-73.95404052734375,40.806148529052734,-73.98199462890625,40.771278381347656,2,3.07,14.0,0.0,0.5,2.96,0.0,,0.3,17.76,1,1.0
4071185,2,11/19/2015 12:11:43 AM,11/19/2015 11:27:57 PM,N,1,-73.94205474853516,40.81229019165039,-73.93843078613281,40.83612823486328,1,2.14,9.0,0.5,0.5,2.06,0.0,,0.3,12.36,1,1.0
13803767,2,03/22/2015 04:36:34 AM,03/22/2015 04:44:43 AM,N,1,-73.88742065429686,40.74723815917969,-73.85887145996092,40.75079727172852,1,1.78,8.5,0.5,0.5,0.0,0.0,,0.3,9.8,2,1.0
2844795,2,05/12/2015 09:28:04 PM,05/12/2015 09:36:17 PM,N,1,-73.95159912109375,40.71424102783203,-73.95425415039062,40.73022079467773,5,1.62,7.5,0.5,0.5,0.0,0.0,,0.3,8.8,2,1.0
3607334,2,05/11/2015 03:26:43 PM,05/11/2015 03:39:35 PM,N,1,-73.89796447753906,40.74605941772461,-73.85381317138672,40.75203323364258,1,2.29,10.0,0.0,0.5,0.0,0.0,,0.3,10.8,2,1.0
15274654,2,05/06/2015 07:43:57 PM,05/06/2015 07:52:27 PM,N,1,-73.93540954589844,40.796913146972656,-73.93875885009764,40.82900619506836,6,3.14,11.0,1.0,0.5,3.84,0.0,,0.3,16.64,1,1.0
17568438,1,11/03/2015 06:47:47 PM,11/03/2015 06:56:50 PM,N,1,-73.9595947265625,40.57835006713867,-73.98136901855469,40.594432830810554,1,2.1,9.5,0.0,0.5,2.05,0.0,,0.3,12.35,1,1.0
16607153,2,11/20/2015 02:41:47 PM,11/20/2015 02:45:35 PM,N,1,-73.92234802246092,40.80963516235352,-73.91720581054686,40.816360473632805,1,0.58,4.5,0.0,0.5,0.0,0.0,,0.3,5.3,1,1.0
4731830,2,01/06/2015 10:53:23 AM,01/06/2015 11:07:14 AM,N,1,-73.92412567138672,40.76132583618164,-73.89662170410156,40.74765396118164,1,2.29,10.0,0.0,0.5,0.0,0.0,,0.3,10.8,2,1.0
19066835,2,12/16/2015 07:26:31 PM,12/16/2015 07:33:13 PM,N,1,-73.9112548828125,40.77580642700195,-73.92532348632812,40.76232147216797,1,1.17,6.5,1.0,0.5,0.0,0.0,,0.3,8.3,2,1.0
8483671,2,10/09/2015 09:01:58 AM,10/09/2015 09:10:11 AM,N,1,-73.94636535644531,40.695796966552734,-73.94992828369139,40.6953010559082,1,1.39,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,2,1.0
508598,1,02/04/2015 12:06:59 AM,02/04/2015 12:11:00 AM,N,1,-73.95130920410156,40.81034851074219,-73.95307922363281,40.82254409790039,1,1.1,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,2,1.0
6167054,2,04/19/2015 06:04:03 AM,04/19/2015 06:06:54 AM,N,1,-73.87490844726561,40.76087951660156,-73.87626647949219,40.76809310913086,1,0.53,4.5,0.0,0.5,0.0,0.0,,0.3,5.3,2,1.0
14166874,2,11/29/2015 04:07:03 AM,11/29/2015 04:09:51 AM,N,1,-73.95408630371094,40.81639862060546,-73.95339965820312,40.81013107299805,1,0.39,4.0,0.5,0.5,0.0,0.0,,0.3,5.3,2,1.0
12194221,2,03/31/2015 05:43:47 PM,03/31/2015 05:57:22 PM,N,1,-73.98316192626953,40.67911911010742,-73.98258972167967,40.664817810058594,1,1.97,10.5,1.0,0.5,3.69,0.0,,0.3,15.99,1,1.0
1117863,2,02/09/2015 10:53:38 AM,02/09/2015 11:40:30 AM,N,1,-73.94334411621092,40.78935241699219,-73.94209289550781,40.8397216796875,1,6.64,32.5,0.0,0.5,0.0,0.0,,0.3,33.3,2,1.0
7559329,2,08/30/2015 04:15:54 AM,08/30/2015 04:20:43 AM,N,1,-73.95691680908203,40.71247863769531,-73.95555114746092,40.72107696533203,2,0.68,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,2,1.0
14980812,2,12/30/2015 07:39:42 PM,12/30/2015 07:57:19 PM,N,1,-73.86944580078125,40.73403549194336,-73.86091613769531,40.75008392333984,3,1.9,11.5,1.0,0.5,0.0,0.0,,0.3,13.3,2,1.0
6840511,2,05/15/2015 11:04:27 AM,05/15/2015 11:06:49 AM,N,1,-73.94671630859375,40.80043411254882,-73.95266723632812,40.79212951660156,1,0.65,4.0,0.0,0.5,0.0,0.0,,0.3,4.8,2,1.0
7499353,2,04/03/2015 05:27:18 PM,04/03/2015 05:40:07 PM,N,1,-73.84320068359375,40.72090530395508,-73.83485412597656,40.74405288696289,1,2.93,12.5,1.0,0.5,3.58,0.0,,0.3,17.88,1,1.0
18150671,2,10/02/2015 10:22:55 PM,10/02/2015 10:28:29 PM,N,1,-73.84426116943358,40.72111892700195,-73.8499298095703,40.73375701904297,1,0.97,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,1,1.0
3765219,1,07/09/2015 08:04:22 PM,07/09/2015 08:16:00 PM,N,1,-73.93893432617188,40.80532455444336,-73.95077514648438,40.78239440917969,1,1.9,9.5,0.5,0.5,0.0,0.0,,0.3,10.8,2,1.0
10784950,2,11/14/2015 10:22:12 PM,11/14/2015 10:39:27 PM,N,1,-73.92053985595702,40.76647567749024,-73.83621215820312,40.84270858764648,1,8.98,26.0,0.5,0.5,6.57,5.54,,0.3,39.41,1,1.0
4639021,2,10/10/2015 04:01:15 PM,10/10/2015 04:34:43 PM,N,1,-73.84256744384764,40.84025573730469,-73.98130798339844,40.759578704833984,1,11.72,35.5,0.0,0.5,8.37,5.54,,0.3,50.21,1,1.0
13973672,2,04/25/2015 01:04:29 PM,04/25/2015 01:17:10 PM,N,1,-73.96482849121092,40.80646133422852,-73.94904327392578,40.80927276611328,1,1.36,9.5,0.0,0.5,2.06,0.0,,0.3,12.36,1,1.0
1615137,2,02/13/2015 05:34:19 PM,02/13/2015 05:49:58 PM,N,1,-73.98367309570312,40.6722412109375,-73.9689712524414,40.675907135009766,1,1.28,11.0,1.0,0.5,0.0,0.0,,0.3,12.8,2,1.0
4007413,2,04/18/2015 03:07:05 AM,04/18/2015 03:23:24 AM,N,1,-73.96161651611328,40.71648788452149,-73.98992156982422,40.66193771362305,5,7.03,22.5,0.5,0.5,0.0,0.0,,0.3,23.8,1,1.0
17406699,2,06/02/2015 08:23:47 AM,06/02/2015 08:26:26 AM,N,1,-73.89381408691406,40.75285720825195,-73.9035873413086,40.74578094482422,1,0.81,4.5,0.0,0.5,0.0,0.0,,0.3,5.3,2,1.0
14064390,2,06/29/2015 10:35:36 AM,06/29/2015 01:29:26 PM,N,1,-73.8460235595703,40.83747100830078,-73.87194061279298,40.83092880249024,1,0.74,4.0,0.0,0.5,0.0,0.0,,0.3,4.8,2,1.0
2023217,2,01/15/2015 02:34:13 AM,01/15/2015 02:34:17 AM,N,5,-73.86134338378906,40.7052116394043,-73.86134338378906,40.7052116394043,1,0.0,20.0,0.0,0.0,0.0,0.0,,0.0,20.0,1,2.0
13013216,2,12/05/2015 09:36:04 PM,12/05/2015 09:40:57 PM,N,1,-73.94251251220702,40.80610275268555,-73.94569396972656,40.801551818847656,1,0.54,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,2,1.0
2978401,2,04/17/2015 08:25:57 PM,04/17/2015 08:26:13 PM,N,1,-73.94449615478516,40.67934036254882,-73.94449615478516,40.67934036254882,5,0.0,2.5,0.5,0.5,50.0,0.0,,0.3,53.8,1,1.0
16961842,2,10/14/2015 01:49:30 PM,10/14/2015 01:54:31 PM,N,1,-73.97895050048828,40.69261169433594,-73.96878051757811,40.687599182128906,1,0.89,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,2,1.0
2794684,1,11/18/2015 09:42:23 PM,11/18/2015 09:49:02 PM,N,1,-73.96141052246092,40.71648788452149,-73.9561004638672,40.732948303222656,1,1.5,7.0,0.5,0.5,1.65,0.0,,0.3,9.95,1,1.0
7562608,2,06/18/2015 02:24:56 PM,06/18/2015 02:36:20 PM,N,1,-73.99169158935547,40.69097137451172,-73.97650146484375,40.67755126953125,1,1.49,9.0,0.0,0.5,0.0,0.0,,0.3,9.8,2,1.0
13657820,2,10/15/2015 04:54:41 PM,10/15/2015 05:03:22 PM,N,1,-73.9233169555664,40.867012023925774,-73.92864990234375,40.853736877441406,1,1.16,7.5,1.0,0.5,0.0,0.0,,0.3,9.3,2,1.0
1621772,2,02/15/2015 09:26:05 PM,02/15/2015 09:36:25 PM,N,1,-73.99229431152342,40.69048309326172,-73.94277954101561,40.692279815673835,1,2.77,10.5,0.5,0.5,2.36,0.0,,0.3,14.16,1,1.0
4705797,2,01/18/2015 11:46:48 AM,01/18/2015 11:50:34 AM,N,1,-73.97317504882812,40.67781448364258,-73.97869110107422,40.66897964477539,1,0.65,4.5,0.0,0.5,0.0,0.0,,0.3,5.3,2,1.0
14423220,2,06/28/2015 08:52:33 PM,06/28/2015 08:57:35 PM,N,1,-73.94486999511719,40.82368850708008,-73.94778442382812,40.812278747558594,1,1.14,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,1,1.0
7109426,2,01/01/2015 04:13:56 AM,01/01/2015 04:29:49 AM,N,1,-73.91665649414062,40.75796890258789,-73.89335632324217,40.747596740722656,1,2.68,12.5,0.5,0.5,2.6,0.0,,0.3,16.4,1,1.0
12306439,2,08/06/2015 05:42:44 PM,08/06/2015 05:59:34 PM,N,1,-73.80776977539062,40.700393676757805,-73.80632019042967,40.673736572265625,1,2.86,13.5,1.0,0.5,3.88,0.0,,0.3,19.18,1,1.0
986593,2,02/28/2015 02:49:25 AM,02/28/2015 03:09:16 AM,N,1,-73.96868133544923,40.67840194702149,-74.00215148925781,40.68619537353516,1,3.42,15.5,0.5,0.5,0.0,0.0,,0.3,16.8,2,1.0
12706009,2,03/19/2015 08:28:35 AM,03/19/2015 08:36:14 AM,N,1,-73.80770874023438,40.7005271911621,-73.79649353027342,40.69236373901367,1,0.97,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,2,1.0
2720041,2,04/06/2015 03:54:14 PM,04/06/2015 04:00:46 PM,N,1,-73.95626831054686,40.80315780639648,-73.95013427734375,40.80316925048828,1,0.57,5.0,0.0,0.5,1.16,0.0,,0.3,6.96,1,1.0
17300321,1,10/25/2015 06:25:06 PM,10/25/2015 06:34:59 PM,N,1,-73.9477310180664,40.74740982055664,-73.96126556396483,40.71913146972656,3,2.6,10.0,0.0,0.5,2.7,0.0,,0.3,13.5,1,1.0
12918451,1,10/31/2015 04:05:14 AM,10/31/2015 04:20:51 AM,N,1,-73.95841979980467,40.72148895263672,-73.97569274902342,40.6867790222168,1,4.3,16.0,0.0,0.5,3.35,0.0,,0.3,20.15,1,1.0
11719472,2,05/02/2015 10:05:07 PM,05/02/2015 10:08:08 PM,N,1,-73.95601654052734,40.74747085571289,-73.9491958618164,40.75432586669922,1,1.06,5.0,0.5,0.5,1.26,0.0,,0.3,7.56,1,1.0
15903520,2,10/09/2015 12:25:08 AM,10/09/2015 12:28:30 AM,N,1,-73.95125579833984,40.71180725097656,-73.94109344482422,40.71847534179688,1,0.93,5.0,0.5,0.5,1.26,0.0,,0.3,7.56,1,1.0
7279077,2,03/07/2015 09:58:39 PM,03/07/2015 10:03:52 PM,N,1,-73.95472717285155,40.73312377929688,-73.94934844970702,40.72297668457031,1,0.81,5.5,0.5,0.5,1.36,0.0,,0.3,8.16,1,1.0
14589128,2,04/17/2015 04:05:18 PM,04/17/2015 04:15:01 PM,N,1,-73.95504760742188,40.82016372680664,-73.9660415649414,40.80398178100586,1,1.31,8.5,1.0,0.5,1.0,0.0,,0.3,11.3,1,1.0
9778363,2,12/10/2015 12:45:41 AM,12/10/2015 12:48:11 AM,N,1,-73.95177459716798,40.79042053222656,-73.94352722167967,40.798614501953125,1,0.76,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,2,1.0
13792034,2,11/15/2015 04:43:28 PM,11/15/2015 04:48:48 PM,N,1,-73.96794128417967,40.68357849121094,-73.97328186035155,40.69488906860352,1,0.95,6.0,0.0,0.5,1.36,0.0,,0.3,8.16,1,1.0
81027,2,01/13/2015 04:00:59 PM,01/13/2015 04:42:00 PM,N,1,-73.95082092285155,40.70590591430664,-73.94443511962889,40.647090911865234,1,4.98,26.0,1.0,0.5,5.4,0.0,,0.3,33.2,1,1.0
13628399,1,04/01/2015 11:53:13 AM,04/01/2015 12:05:02 PM,N,1,-73.92330169677734,40.81706237792969,-73.93560028076173,40.81201553344727,1,1.4,9.0,0.0,0.5,1.0,0.0,,0.3,10.8,1,1.0
1040125,1,02/18/2015 06:41:05 PM,02/18/2015 06:45:15 PM,N,1,-73.92959594726561,40.756534576416016,-73.91974639892578,40.75805282592773,1,0.7,5.0,1.0,0.5,0.0,0.0,,0.3,6.8,2,1.0
2631479,2,01/17/2015 02:27:10 AM,01/17/2015 02:38:28 AM,N,1,-73.99123382568358,40.691993713378906,-73.98968505859375,40.717899322509766,1,2.64,11.5,0.5,0.5,2.4,0.0,,0.3,15.2,1,1.0
10440457,2,12/31/2015 11:16:56 PM,12/31/2015 11:24:13 PM,N,1,-73.81695556640625,40.71780776977539,-73.85417938232422,40.74274826049805,1,3.54,11.5,0.5,0.5,0.0,0.0,,0.3,12.8,2,1.0
14883312,2,12/07/2015 07:15:09 AM,12/08/2015 06:40:18 AM,N,1,-73.91218566894531,40.76731872558594,-73.96246337890625,40.766510009765625,1,5.02,20.5,0.0,0.5,0.0,0.0,,0.3,21.3,2,1.0
5124081,2,08/17/2015 04:12:58 AM,08/17/2015 04:18:18 AM,N,1,-73.88407897949219,40.74768829345703,-73.89781951904298,40.744441986083984,1,0.79,5.5,0.5,0.5,0.0,0.0,,0.3,6.8,2,1.0
6870389,2,12/24/2015 02:11:12 AM,12/24/2015 02:22:49 AM,N,1,-73.96283721923827,40.71183776855469,-73.92930603027344,40.70446395874024,2,2.76,11.0,0.5,0.5,0.0,0.0,,0.3,12.3,1,1.0
17399533,2,07/24/2015 07:12:03 PM,07/24/2015 07:35:28 PM,N,1,-73.92425537109375,40.744007110595696,-73.94754028320312,40.79935836791992,1,5.82,21.5,1.0,0.5,0.0,0.0,,0.3,23.3,2,1.0
8488232,2,12/26/2015 09:59:03 PM,12/26/2015 10:22:54 PM,N,1,-73.87925720214844,40.74060821533203,-73.83348083496092,40.67291641235352,5,6.11,22.0,0.5,0.5,0.0,0.0,,0.3,23.3,2,1.0
19026430,2,10/24/2015 02:23:31 AM,10/24/2015 02:48:16 AM,N,1,-73.94004821777344,40.75050735473633,-73.85846710205078,40.75398635864258,1,4.59,19.5,0.5,0.5,0.0,0.0,,0.3,20.8,2,1.0
4079429,1,08/29/2015 03:54:07 PM,08/29/2015 04:05:37 PM,N,1,-73.89155578613281,40.746673583984375,-73.8798828125,40.769336700439446,1,3.0,12.0,0.0,0.5,0.0,0.0,,0.3,12.8,2,1.0
14929235,2,03/20/2015 01:05:14 PM,03/20/2015 01:12:47 PM,N,1,-73.99520874023438,40.693218231201165,-73.99791717529298,40.67815017700195,1,1.14,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,2,1.0
18544683,2,06/06/2015 08:45:54 PM,06/06/2015 08:59:05 PM,N,1,-73.8272705078125,40.851959228515625,-73.90642547607422,40.823589324951165,1,5.68,18.5,0.5,0.5,0.0,0.0,,0.3,19.8,2,1.0
8198628,2,03/31/2015 05:11:36 PM,03/31/2015 05:21:58 PM,N,1,-73.9620361328125,40.8055419921875,-73.94863891601561,40.8282356262207,1,2.11,9.5,1.0,0.5,0.0,0.0,,0.3,11.3,2,1.0
18432512,2,04/17/2015 10:04:35 PM,04/17/2015 10:28:06 PM,N,1,-73.97792053222656,40.68478012084961,-73.91612243652342,40.66427612304688,1,4.97,19.5,0.5,0.5,0.0,0.0,,0.3,20.8,2,1.0
8093779,2,11/09/2015 09:39:02 PM,11/09/2015 09:45:17 PM,N,1,-73.85198211669923,40.83413314819336,-73.84795379638672,40.813758850097656,1,1.5,7.0,0.5,0.5,2.0,0.0,,0.3,10.3,1,1.0
5249106,2,10/09/2015 04:14:14 PM,10/09/2015 04:32:01 PM,N,1,-73.84426116943358,40.72135162353516,-73.78780364990233,40.72815704345703,1,3.64,15.0,1.0,0.5,0.0,0.0,,0.3,16.8,2,1.0
